Graph,n,m,ccCount,numBCC,maxV,maxE,S_BCC
/home/graphwork/Graphs/SNAP/as-735.mtx,7716,12572,1243,2458,4009,10101,0.736792
/home/graphwork/Graphs/SNAP/p2p-Gnutella30.mtx,36682,88328,12,16479,20192,71848,0.768208
/home/graphwork/Graphs/SNAP/as-735_G_103.mtx,7716,5959,4343,1565,1805,4385,0.538606
/home/graphwork/Graphs/SNAP/as-735_G_143.mtx,7716,6282,4212,1603,1901,4676,0.554882
/home/graphwork/Graphs/SNAP/as-735_G_509.mtx,7716,9434,2783,1924,3006,7501,0.677400
/home/graphwork/Graphs/SNAP/as-735_G_133.mtx,7716,6176,4247,1574,1895,4599,0.552771
/home/graphwork/Graphs/SNAP/as-735_G_299.mtx,7716,7488,3636,1751,2318,5713,0.605676
/home/graphwork/Graphs/SNAP/wiki-talk-temporal.mtx,1140149,2787967,47207,637032,455744,2150606,0.708293
/home/graphwork/Graphs/SNAP/as-735_G_365.mtx,7716,7929,3377,1799,2531,6104,0.625223
/home/graphwork/Graphs/SNAP/as-735_G_064.mtx,7716,5623,4477,1565,1673,4053,0.515716
/home/graphwork/Graphs/SNAP/as-735_G_177.mtx,7716,6601,4087,1613,2012,4976,0.571948
/home/graphwork/Graphs/SNAP/as-caida_G_007.mtx,31379,35829,13871,6269,11232,29543,0.682454
/home/graphwork/Graphs/SNAP/as-735_G_666.mtx,7716,11258,1898,2217,3593,9023,0.715765
/home/graphwork/Graphs/SNAP/roadNet-PA.mtx,1090920,1541898,3034,219142,863105,1313732,0.836121
/home/graphwork/Graphs/SNAP/as-caida_G_063.mtx,31379,47368,8231,8606,14527,38731,0.729406
/home/graphwork/Graphs/SNAP/as-735_G_282.mtx,7716,7304,3709,1726,2271,5555,0.599400
/home/graphwork/Graphs/SNAP/loc-Brightkite_userid.mtx,4747281,1110770161,Graph too large
/home/graphwork/Graphs/SNAP/com-Friendster_Communities_all.mtx,65608366,23479217,56189484,3667110,5701221,19730863,0.401210
/home/graphwork/Graphs/SNAP/as-735_G_616.mtx,7716,10584,2203,2103,3401,8462,0.703677
/home/graphwork/Graphs/SNAP/as-caida_G_029.mtx,31379,43283,10041,7736,13594,35529,0.717724
/home/graphwork/Graphs/SNAP/p2p-Gnutella25.mtx,22687,54705,13,9326,13347,45374,0.788019
/home/graphwork/Graphs/SNAP/as-735_G_484.mtx,7716,9045,2901,1883,2926,7147,0.667287
/home/graphwork/Graphs/SNAP/as-caida_G_066.mtx,31379,46606,8133,8778,14454,37799,0.722781
/home/graphwork/Graphs/SNAP/as-735_G_120.mtx,7716,6068,4283,1603,1829,4460,0.541457
/home/graphwork/Graphs/SNAP/as-735_G_502.mtx,7716,9331,2817,1921,2976,7403,0.674122
/home/graphwork/Graphs/SNAP/as-735_G_682.mtx,7716,11428,1815,2237,3658,9177,0.720005
/home/graphwork/Graphs/SNAP/com-Friendster.mtx,65608366,1806067135,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_182.mtx,7716,6626,4076,1600,2037,5017,0.575687
/home/graphwork/Graphs/SNAP/as-735_G_510.mtx,7716,9392,2782,1928,3003,7455,0.675962
/home/graphwork/Graphs/SNAP/as-735_G_692.mtx,7716,12005,1600,2359,3754,9638,0.725903
/home/graphwork/Graphs/SNAP/as-735_G_461.mtx,7716,8842,2995,1871,2844,6956,0.659685
/home/graphwork/Graphs/SNAP/as-735_G_564.mtx,7716,9949,2509,1992,3205,7935,0.690773
/home/graphwork/Graphs/SNAP/as-caida_G_121.mtx,31379,53381,4905,10195,16264,43155,0.742531
/home/graphwork/Graphs/SNAP/as-735_G_102.mtx,7716,6002,4348,1548,1812,4427,0.540872
/home/graphwork/Graphs/SNAP/as-735_G_572.mtx,7716,10023,2446,2043,3219,7961,0.689468
/home/graphwork/Graphs/SNAP/as-735_G_648.mtx,7716,10865,2050,2134,3526,8717,0.711811
/home/graphwork/Graphs/SNAP/as-735_G_640.mtx,7716,10802,2084,2130,3498,8662,0.710164
/home/graphwork/Graphs/SNAP/as-735_G_068.mtx,7716,5709,4464,1538,1712,4164,0.524720
/home/graphwork/Graphs/SNAP/as-735_G_688.mtx,7716,11682,1694,2290,3728,9382,0.723681
/home/graphwork/Graphs/SNAP/as-735_G_115.mtx,7716,6095,4319,1539,1856,4549,0.550286
/home/graphwork/Graphs/SNAP/as-735_G_257.mtx,7716,6990,3839,1686,2183,5284,0.587712
/home/graphwork/Graphs/SNAP/com-LiveJournal_Communities_all.mtx,3997962,7168339,2619278,332674,1040297,6825411,0.801277
/home/graphwork/Graphs/SNAP/as-caida_G_072.mtx,31379,48202,7746,8949,14668,39221,0.728657
/home/graphwork/Graphs/SNAP/as-735_G_504.mtx,7716,9335,2813,1932,2967,7392,0.672743
/home/graphwork/Graphs/SNAP/as-735_G_704.mtx,7716,12113,1474,2397,3841,9705,0.727913
/home/graphwork/Graphs/SNAP/as-735_G_183.mtx,7716,6596,4083,1600,2030,4987,0.574134
/home/graphwork/Graphs/SNAP/as-735_G_322.mtx,7716,7795,3532,1724,2448,6045,0.623788
/home/graphwork/Graphs/SNAP/as-735_G_123.mtx,7716,6102,4273,1588,1850,4498,0.544478
/home/graphwork/Graphs/SNAP/as-caida_G_002.mtx,31379,33372,14887,5993,10496,27371,0.664859
/home/graphwork/Graphs/SNAP/as-735_G_138.mtx,7716,6262,4230,1580,1906,4679,0.556522
/home/graphwork/Graphs/SNAP/p2p-Gnutella09.mtx,8114,26013,6,2504,5606,23510,0.875058
/home/graphwork/Graphs/SNAP/as-735_G_726.mtx,7716,4285,5625,818,1274,3466,0.503868
/home/graphwork/Graphs/SNAP/as-caida_G_120.mtx,31379,53255,5003,10157,16199,43057,0.741995
/home/graphwork/Graphs/SNAP/twitter7_statuses_count.mtx,6499,0,6499,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_112.mtx,7716,6157,4275,1579,1855,4557,0.547629
/home/graphwork/Graphs/SNAP/sx-askubuntu_nodeid.mtx,159316,1535571136,Graph too large
/home/graphwork/Graphs/SNAP/as-caida_G_112.mtx,31379,52365,5392,9980,15992,42353,0.739834
/home/graphwork/Graphs/SNAP/as-735_G_293.mtx,7716,7428,3662,1738,2301,5659,0.603358
/home/graphwork/Graphs/SNAP/as-735_G_110.mtx,7716,6106,4295,1577,1841,4520,0.546016
/home/graphwork/Graphs/SNAP/higgs-twitter.mtx,456626,12508413,156,24755,431614,12483443,0.997058
/home/graphwork/Graphs/SNAP/as-735_G_237.mtx,7716,6931,3902,1636,2169,5274,0.589350
/home/graphwork/Graphs/SNAP/as-735_G_152.mtx,7716,6447,4132,1619,1961,4816,0.562494
/home/graphwork/Graphs/SNAP/com-Youtube_Communities_all.mtx,1134890,129200,1071745,34389,27552,92880,0.153099
/home/graphwork/Graphs/SNAP/as-caida_G_113.mtx,31379,52691,5358,10091,15912,42563,0.738792
/home/graphwork/Graphs/SNAP/as-735_G_707.mtx,7716,12226,1416,2427,3868,9788,0.728799
/home/graphwork/Graphs/SNAP/Oregon-1.mtx,11492,23409,319,3952,7218,19448,0.790842
/home/graphwork/Graphs/SNAP/as-caida_G_092.mtx,31379,50881,6579,9281,15507,41575,0.740996
/home/graphwork/Graphs/SNAP/as-caida_G_005.mtx,31379,35013,14220,6107,11045,28889,0.678694
/home/graphwork/Graphs/SNAP/as-caida_G_119.mtx,31379,53231,5011,10148,16204,43050,0.742188
/home/graphwork/Graphs/SNAP/as-735_G_043.mtx,7716,5669,4534,1511,1669,4151,0.523302
/home/graphwork/Graphs/SNAP/as-735_G_248.mtx,7716,6982,3872,1648,2192,5324,0.592251
/home/graphwork/Graphs/SNAP/as-735_G_207.mtx,7716,6748,4004,1619,2091,5123,0.581605
/home/graphwork/Graphs/SNAP/sx-mathoverflow_C2A.mtx,24818,71234,11129,6179,7506,65044,0.822508
/home/graphwork/Graphs/SNAP/sx-stackoverflow_C2Q.mtx,2601977,10101644,975898,459846,1166228,9641786,0.896714
/home/graphwork/Graphs/SNAP/loc-Gowalla_userid.mtx,6442892,0,6442892,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_305.mtx,7716,7590,3588,1772,2347,5798,0.608971
/home/graphwork/Graphs/SNAP/as-735_G_332.mtx,7716,7753,3521,1755,2433,5982,0.619972
/home/graphwork/Graphs/SNAP/sx-superuser_temporal_edges.mtx,1443339,585717456,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_691.mtx,7716,11947,1645,2306,3762,9633,0.728504
/home/graphwork/Graphs/SNAP/as-735_G_599.mtx,7716,10434,2301,2060,3347,8355,0.701686
/home/graphwork/Graphs/SNAP/as-735_G_020.mtx,7716,5329,4622,1526,1558,3779,0.496136
/home/graphwork/Graphs/SNAP/as-735_G_006.mtx,7716,5116,4769,1426,1519,3683,0.495041
/home/graphwork/Graphs/SNAP/soc-sign-epinions.mtx,131828,711210,5816,67177,58221,642761,0.864562
/home/graphwork/Graphs/SNAP/as-735_G_203.mtx,7716,6757,3997,1613,2101,5132,0.582431
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_temporal_edges_2.mtx,46772,0,46772,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_675.mtx,7716,11358,1852,2217,3643,9131,0.719802
/home/graphwork/Graphs/SNAP/as-735_G_545.mtx,7716,9804,2588,1966,3154,7819,0.687747
/home/graphwork/Graphs/SNAP/as-735_G_556.mtx,7716,9920,2538,1972,3199,7931,0.691719
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_1.mtx,320,1938,20,49,89,733,0.370591
/home/graphwork/Graphs/SNAP/as-735_G_426.mtx,7716,8399,3190,1818,2702,6566,0.645917
/home/graphwork/Graphs/SNAP/as-735_G_377.mtx,7716,7959,3357,1824,2528,6119,0.624778
/home/graphwork/Graphs/SNAP/as-735_G_732.mtx,7716,7033,4147,1438,2127,5586,0.610550
/home/graphwork/Graphs/SNAP/as-735_G_539.mtx,7716,9670,2637,1951,3122,7704,0.684876
/home/graphwork/Graphs/SNAP/as-735_G_137.mtx,7716,6247,4229,1595,1892,4649,0.553686
/home/graphwork/Graphs/SNAP/as-735_G_656.mtx,7716,11017,1971,2184,3556,8821,0.712538
/home/graphwork/Graphs/SNAP/as-735_G_304.mtx,7716,7579,3599,1761,2347,5797,0.609469
/home/graphwork/Graphs/SNAP/as-735_G_155.mtx,7716,6430,4138,1619,1954,4795,0.561042
/home/graphwork/Graphs/SNAP/as-caida_G_071.mtx,31379,48006,7779,8844,14738,39126,0.729957
/home/graphwork/Graphs/SNAP/as-735_G_566.mtx,7716,9984,2503,1979,3223,7981,0.693000
/home/graphwork/Graphs/SNAP/as-735_G_289.mtx,7716,7414,3672,1742,2287,5640,0.601801
/home/graphwork/Graphs/SNAP/as-735_G_337.mtx,7716,7566,3506,1790,2408,5748,0.608543
/home/graphwork/Graphs/SNAP/as-735_G_604.mtx,7716,10494,2266,2070,3368,8397,0.702411
/home/graphwork/Graphs/SNAP/as-caida_G_058.mtx,31379,46085,8631,8390,14339,37656,0.725631
/home/graphwork/Graphs/SNAP/sx-mathoverflow_temporal_edges.mtx,506550,1628509904,Graph too large
/home/graphwork/Graphs/SNAP/soc-sign-Slashdot081106.mtx,77357,468554,8,29897,47179,438082,0.910177
/home/graphwork/Graphs/SNAP/as-735_G_474.mtx,7716,8922,2955,1891,2864,7015,0.660955
/home/graphwork/Graphs/SNAP/as-735_G_511.mtx,7716,9423,2781,1923,3009,7491,0.677321
/home/graphwork/Graphs/SNAP/as-735_G_375.mtx,7716,7965,3368,1800,2542,6151,0.627759
/home/graphwork/Graphs/SNAP/as-caida_G_088.mtx,31379,50183,6838,9229,15302,40933,0.737546
/home/graphwork/Graphs/SNAP/as-caida_G_083.mtx,31379,49225,7189,9253,14921,39939,0.730184
/home/graphwork/Graphs/SNAP/as-735_G_089.mtx,7716,5853,4396,1560,1759,4288,0.532129
/home/graphwork/Graphs/SNAP/as-735_G_226.mtx,7716,6886,3940,1627,2145,5247,0.588189
/home/graphwork/Graphs/SNAP/as-735_G_233.mtx,7716,6954,3912,1612,2186,5328,0.593877
/home/graphwork/Graphs/SNAP/as-735_G_290.mtx,7716,7399,3676,1749,2281,5629,0.601359
/home/graphwork/Graphs/SNAP/as-735_G_671.mtx,7716,11326,1873,2209,3627,9101,0.718816
/home/graphwork/Graphs/SNAP/as-735_G_687.mtx,7716,11518,1764,2249,3700,9261,0.722620
/home/graphwork/Graphs/SNAP/as-caida_G_046.mtx,31379,45086,9189,8213,13962,36841,0.721047
/home/graphwork/Graphs/SNAP/as-caida_G_103.mtx,31379,52317,5906,9630,15826,42652,0.743532
/home/graphwork/Graphs/SNAP/soc-sign-bitcoin-otc_nodeid.mtx,5881,1008154304,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_211.mtx,7716,6760,3997,1627,2090,5127,0.581277
/home/graphwork/Graphs/SNAP/as-735_G_638.mtx,7716,10800,2090,2119,3498,8659,0.710056
/home/graphwork/Graphs/SNAP/as-735_G_246.mtx,7716,7004,3876,1633,2198,5350,0.593721
/home/graphwork/Graphs/SNAP/as-735_G_609.mtx,7716,10493,2246,2090,3375,8390,0.702216
/home/graphwork/Graphs/SNAP/soc-Pokec_public.mtx,1632803,967894736,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_391.mtx,7716,8128,3308,1816,2585,6296,0.633114
/home/graphwork/Graphs/SNAP/Oregon-1_G_2.mtx,11492,21999,764,3856,6867,18130,0.777203
/home/graphwork/Graphs/SNAP/as-735_G_462.mtx,7716,8859,2998,1861,2850,6981,0.661005
/home/graphwork/Graphs/SNAP/as-735_G_099.mtx,7716,5845,4363,1568,1783,4270,0.531949
/home/graphwork/Graphs/SNAP/as-735_G_136.mtx,7716,6221,4237,1595,1883,4621,0.551890
/home/graphwork/Graphs/SNAP/as-735_G_206.mtx,7716,6750,4011,1609,2095,5137,0.583003
/home/graphwork/Graphs/SNAP/as-735_G_677.mtx,7716,11395,1836,2230,3645,9153,0.719563
/home/graphwork/Graphs/SNAP/as-735_G_236.mtx,7716,6920,3906,1630,2170,5269,0.589534
/home/graphwork/Graphs/SNAP/as-735_G_624.mtx,7716,10622,2151,2117,3444,8495,0.705594
/home/graphwork/Graphs/SNAP/as-caida.mtx,31379,53381,4905,10195,16264,43155,0.742531
/home/graphwork/Graphs/SNAP/as-735_G_703.mtx,7716,12100,1482,2397,3833,9692,0.727441
/home/graphwork/Graphs/SNAP/as-735_G_284.mtx,7716,7316,3701,1734,2274,5566,0.599875
/home/graphwork/Graphs/SNAP/as-735_G_719.mtx,7716,4307,5615,814,1287,3491,0.506369
/home/graphwork/Graphs/SNAP/as-735_G_507.mtx,7716,9355,2806,1922,2984,7422,0.674639
/home/graphwork/Graphs/SNAP/as-735_G_167.mtx,7716,6540,4104,1620,1987,4901,0.566888
/home/graphwork/Graphs/SNAP/as-735_G_106.mtx,7716,6032,4326,1571,1815,4450,0.541709
/home/graphwork/Graphs/SNAP/as-735_G_433.mtx,7716,8533,3145,1819,2745,6697,0.651239
/home/graphwork/Graphs/SNAP/as-735_G_054.mtx,7716,5684,4508,1507,1699,4170,0.526043
/home/graphwork/Graphs/SNAP/as-735_G_690.mtx,7716,11725,1678,2285,3748,9428,0.725278
/home/graphwork/Graphs/SNAP/as-735_G_654.mtx,7716,10933,1989,2185,3537,8736,0.710195
/home/graphwork/Graphs/SNAP/as-caida_G_115.mtx,31379,53156,5241,9982,16135,43132,0.743687
/home/graphwork/Graphs/SNAP/as-735_G_215.mtx,7716,6803,3981,1614,2118,5181,0.585311
/home/graphwork/Graphs/SNAP/wiki-Vote.mtx,8297,100762,1206,2307,4786,98456,0.961286
/home/graphwork/Graphs/SNAP/as-735_G_338.mtx,7716,7556,3512,1792,2403,5745,0.608595
/home/graphwork/Graphs/SNAP/as-735_G_468.mtx,7716,8856,2971,1909,2829,6930,0.656324
/home/graphwork/Graphs/SNAP/as-735_G_267.mtx,7716,6882,3828,1681,2193,5170,0.583473
/home/graphwork/Graphs/SNAP/as-caida_G_117.mtx,31379,53174,5138,10134,16094,43012,0.741452
/home/graphwork/Graphs/SNAP/as-735_G_253.mtx,7716,7006,3845,1676,2187,5312,0.589608
/home/graphwork/Graphs/SNAP/as-735_G_260.mtx,7716,7036,3836,1670,2198,5338,0.590876
/home/graphwork/Graphs/SNAP/as-735_G_592.mtx,7716,10410,2333,2010,3363,8376,0.704899
/home/graphwork/Graphs/SNAP/as-caida_G_047.mtx,31379,45001,9175,8179,14009,36789,0.721587
/home/graphwork/Graphs/SNAP/as-caida_G_074.mtx,31379,48648,7597,8940,14827,39676,0.731914
/home/graphwork/Graphs/SNAP/as-735_G_348.mtx,7716,7666,3456,1813,2443,5843,0.613025
/home/graphwork/Graphs/SNAP/Oregon-2_G_3.mtx,11806,31761,788,3329,7675,28404,0.856030
/home/graphwork/Graphs/SNAP/email-Enron.mtx,36692,183831,1065,12093,20416,163257,0.857986
/home/graphwork/Graphs/SNAP/as-735_G_407.mtx,7716,1198,7195,147,376,1052,0.245253
/home/graphwork/Graphs/SNAP/as-caida_G_015.mtx,31379,38562,12290,6927,12153,31617,0.694792
/home/graphwork/Graphs/SNAP/as-735_G_073.mtx,7716,5705,4459,1551,1705,4149,0.523005
/home/graphwork/Graphs/SNAP/as-735_G_646.mtx,7716,10840,2052,2147,3513,8683,0.710267
/home/graphwork/Graphs/SNAP/as-735_G_154.mtx,7716,6417,4141,1618,1952,4781,0.560292
/home/graphwork/Graphs/SNAP/as-735_G_489.mtx,7716,9107,2876,1890,2945,7204,0.669225
/home/graphwork/Graphs/SNAP/as-735_G_034.mtx,7716,5617,4562,1497,1656,4115,0.521689
/home/graphwork/Graphs/SNAP/as-735_G_423.mtx,7716,8388,3201,1811,2698,6562,0.646007
/home/graphwork/Graphs/SNAP/as-735_G_085.mtx,7716,5899,4399,1546,1770,4348,0.536333
/home/graphwork/Graphs/SNAP/com-DBLP_Communities_top5000.mtx,317080,112228,220963,81020,13013,27381,0.125153
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_3.mtx,90,973,2,5,85,969,0.993615
/home/graphwork/Graphs/SNAP/sx-superuser_nodeid.mtx,194085,602674896,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_706.mtx,7716,12168,1428,2437,3845,9718,0.726351
/home/graphwork/Graphs/SNAP/as-735_G_570.mtx,7716,9962,2463,2027,3220,7920,0.689580
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_temporal_edges_1.mtx,61046,305496561,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_568.mtx,7716,9993,2479,1995,3236,7983,0.693163
/home/graphwork/Graphs/SNAP/as-735_G_159.mtx,7716,6443,4133,1618,1961,4814,0.562518
/home/graphwork/Graphs/SNAP/as-735_G_250.mtx,7716,6998,3859,1667,2182,5314,0.589996
/home/graphwork/Graphs/SNAP/as-735_G_256.mtx,7716,7042,3839,1663,2207,5363,0.593257
/home/graphwork/Graphs/SNAP/as-735_G_361.mtx,7716,7887,3389,1786,2535,6086,0.626096
/home/graphwork/Graphs/SNAP/as-735_G_608.mtx,7716,10568,2235,2063,3411,8488,0.706606
/home/graphwork/Graphs/SNAP/as-735_G_562.mtx,7716,9961,2524,1965,3217,7974,0.693429
/home/graphwork/Graphs/SNAP/as-735_G_266.mtx,7716,6919,3785,1729,2193,5170,0.581470
/home/graphwork/Graphs/SNAP/as-735_G_218.mtx,7716,6846,3959,1631,2123,5207,0.585622
/home/graphwork/Graphs/SNAP/as-735_G_535.mtx,7716,9638,2664,1949,3098,7676,0.683536
/home/graphwork/Graphs/SNAP/as-735_G_187.mtx,7716,6656,4047,1618,2047,5027,0.575471
/home/graphwork/Graphs/SNAP/as-caida_G_118.mtx,31379,53601,5122,10121,16121,43448,0.743370
/home/graphwork/Graphs/SNAP/as-735_G_464.mtx,7716,8886,2985,1870,2853,6997,0.660978
/home/graphwork/Graphs/SNAP/Oregon-1_G_9.mtx,11492,23409,319,3952,7218,19448,0.790842
/home/graphwork/Graphs/SNAP/as-735_G_431.mtx,7716,8460,3162,1835,2711,6606,0.646331
/home/graphwork/Graphs/SNAP/as-735_G_597.mtx,7716,10439,2300,2062,3345,8356,0.701441
/home/graphwork/Graphs/SNAP/as-735_G_280.mtx,7716,7272,3726,1726,2257,5530,0.598248
/home/graphwork/Graphs/SNAP/as-735_G_655.mtx,7716,10936,1977,2189,3538,8718,0.708868
/home/graphwork/Graphs/SNAP/as-caida_G_070.mtx,31379,39342,8308,10581,12464,28709,0.634927
/home/graphwork/Graphs/SNAP/sx-stackoverflow_temporal_edges_a2q.mtx,17823525,0,17823525,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_416.mtx,7716,1278,7160,156,402,1123,0.257788
/home/graphwork/Graphs/SNAP/as-caida_G_100.mtx,31379,51444,6066,9526,15772,41886,0.741388
/home/graphwork/Graphs/SNAP/as-735_G_055.mtx,7716,5624,4504,1523,1687,4094,0.520723
/home/graphwork/Graphs/SNAP/as-caida_G_024.mtx,31379,41820,10491,7553,13319,34236,0.711109
/home/graphwork/Graphs/SNAP/as-735_G_039.mtx,7716,5635,4545,1500,1669,4128,0.522754
/home/graphwork/Graphs/SNAP/as-735_G_171.mtx,7716,6584,4104,1609,2004,4974,0.572304
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_temporal_edges_3.mtx,12216,0,12216,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-caida_G_003.mtx,31379,33340,14725,5998,10646,27321,0.665803
/home/graphwork/Graphs/SNAP/as-735_G_373.mtx,7716,8077,3358,1797,2556,6268,0.632258
/home/graphwork/Graphs/SNAP/loc-Brightkite_latitude.mtx,4747281,528108928,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_045.mtx,7716,5676,4533,1507,1674,4162,0.524334
/home/graphwork/Graphs/SNAP/as-735_G_027.mtx,7716,5355,4603,1534,1576,3812,0.499294
/home/graphwork/Graphs/SNAP/as-735_G_694.mtx,7716,7931,3755,1596,2361,6325,0.636653
/home/graphwork/Graphs/SNAP/Oregon-2_G_7.mtx,11806,31303,547,3308,7938,27969,0.858410
/home/graphwork/Graphs/SNAP/as-735_G_153.mtx,7716,6403,4141,1614,1957,4778,0.561008
/home/graphwork/Graphs/SNAP/as-735_G_578.mtx,7716,10144,2407,2003,3296,8117,0.697400
/home/graphwork/Graphs/SNAP/as-735_G_582.mtx,7716,10210,2373,2028,3305,8159,0.697434
/home/graphwork/Graphs/SNAP/com-Amazon.mtx,334863,925872,1,35494,281089,837931,0.894972
/home/graphwork/Graphs/SNAP/Oregon-1_G_5.mtx,11492,22493,607,3851,7030,18631,0.784235
/home/graphwork/Graphs/SNAP/p2p-Gnutella31.mtx,62586,147892,12,28762,33812,119127,0.759176
/home/graphwork/Graphs/SNAP/as-735_G_070.mtx,7716,5718,4457,1545,1712,4166,0.524436
/home/graphwork/Graphs/SNAP/as-caida_G_110.mtx,31379,52423,5639,9842,15880,42544,0.741186
/home/graphwork/Graphs/SNAP/as-735_G_234.mtx,7716,6949,3903,1625,2183,5312,0.592533
/home/graphwork/Graphs/SNAP/as-735_G_149.mtx,7716,5898,4249,1646,1818,4243,0.528085
/home/graphwork/Graphs/SNAP/as-735_G_334.mtx,7716,7520,3527,1781,2398,5719,0.608015
/home/graphwork/Graphs/SNAP/as-caida_G_098.mtx,31379,51234,6222,9480,15665,41729,0.740569
/home/graphwork/Graphs/SNAP/as-735_G_227.mtx,7716,6879,3943,1641,2130,5231,0.586384
/home/graphwork/Graphs/SNAP/as-735_G_209.mtx,7716,6722,4000,1631,2083,5085,0.579064
/home/graphwork/Graphs/SNAP/as-735_G_069.mtx,7716,5708,4458,1550,1705,4149,0.522841
/home/graphwork/Graphs/SNAP/as-735_G_398.mtx,7716,8214,3275,1809,2626,6390,0.638088
/home/graphwork/Graphs/SNAP/as-735_G_368.mtx,7716,7938,3382,1782,2545,6140,0.628391
/home/graphwork/Graphs/SNAP/as-735_G_262.mtx,7716,6830,3837,1696,2175,5116,0.580417
/home/graphwork/Graphs/SNAP/as-735_G_613.mtx,7716,10559,2235,2069,3405,8474,0.705868
/home/graphwork/Graphs/SNAP/as-735_G_459.mtx,7716,8793,3017,1868,2827,6914,0.658248
/home/graphwork/Graphs/SNAP/as-735_G_579.mtx,7716,10138,2400,2023,3287,8100,0.696163
/home/graphwork/Graphs/SNAP/as-735_G_713.mtx,7716,4233,5646,811,1259,3420,0.500494
/home/graphwork/Graphs/SNAP/as-735_G_540.mtx,7716,9707,2634,1947,3128,7743,0.686104
/home/graphwork/Graphs/SNAP/as-735_G_612.mtx,7716,10516,2241,2084,3384,8416,0.703214
/home/graphwork/Graphs/SNAP/as-735_G_324.mtx,7716,7815,3544,1715,2448,6080,0.625717
/home/graphwork/Graphs/SNAP/as-735_G_699.mtx,7716,12162,1522,2385,3805,9767,0.728433
/home/graphwork/Graphs/SNAP/as-735_G_327.mtx,7716,7788,3543,1721,2442,6046,0.623991
/home/graphwork/Graphs/SNAP/as-735_G_231.mtx,7716,6936,3920,1618,2173,5305,0.592135
/home/graphwork/Graphs/SNAP/as-735_G_439.mtx,7716,8550,3130,1837,2741,6694,0.649944
/home/graphwork/Graphs/SNAP/as-735_G_193.mtx,7716,6680,4040,1619,2053,5050,0.576627
/home/graphwork/Graphs/SNAP/as-735_G_336.mtx,7716,7551,3511,1793,2402,5734,0.607853
/home/graphwork/Graphs/SNAP/as-caida_G_068.mtx,31379,46655,8027,8843,14492,37777,0.722165
/home/graphwork/Graphs/SNAP/as-caida_G_036.mtx,31379,44308,9722,7899,13743,36377,0.720838
/home/graphwork/Graphs/SNAP/as-735_G_401.mtx,7716,8274,3262,1792,2658,6471,0.642928
/home/graphwork/Graphs/SNAP/soc-Slashdot0811.mtx,77360,469180,1,29867,47217,438734,0.910374
/home/graphwork/Graphs/SNAP/as-735_G_497.mtx,7716,9276,2832,1934,2948,7335,0.670702
/home/graphwork/Graphs/SNAP/as-735_G_004.mtx,7716,5173,4695,1522,1496,3642,0.486103
/home/graphwork/Graphs/SNAP/as-caida_G_027.mtx,31379,42872,10148,7661,13561,35191,0.716708
/home/graphwork/Graphs/SNAP/as-735_G_014.mtx,7716,5275,4643,1532,1536,3730,0.492500
/home/graphwork/Graphs/SNAP/loc-Brightkite_longitude.mtx,4747281,489088720,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_460.mtx,7716,8822,3004,1871,2833,6932,0.658399
/home/graphwork/Graphs/SNAP/as-caida_G_054.mtx,31379,46085,8778,8309,14279,37749,0.726651
/home/graphwork/Graphs/SNAP/as-caida_G_048.mtx,31379,45410,9110,8171,14080,37202,0.724098
/home/graphwork/Graphs/SNAP/as-735_G_596.mtx,7716,10445,2309,2041,3356,8381,0.703279
/home/graphwork/Graphs/SNAP/as-735_G_617.mtx,7716,10564,2213,2104,3391,8443,0.702988
/home/graphwork/Graphs/SNAP/as-735_G_174.mtx,7716,6583,4096,1611,2007,4965,0.571641
/home/graphwork/Graphs/SNAP/as-caida_G_039.mtx,31379,43902,9646,7991,13726,35877,0.717216
/home/graphwork/Graphs/SNAP/soc-sign-bitcoin-alpha_Time.mtx,3783,14124,5,1398,2377,12717,0.868253
/home/graphwork/Graphs/SNAP/as-735_G_530.mtx,7716,9600,2686,1930,3096,7659,0.684128
/home/graphwork/Graphs/SNAP/as-735_G_204.mtx,7716,6713,4007,1622,2085,5084,0.579557
/home/graphwork/Graphs/SNAP/wiki-RfA_Vote.mtx,198275,0,198275,0,0,0,0.000000
/home/graphwork/Graphs/SNAP/as-735_G_175.mtx,7716,6598,4090,1613,2012,4980,0.572494
